CONTRACT_ID,km_8,km_16
23461695,4,15
23461740,4,4
23461803,2,15
23461982,3,14
23462169,4,4
23462310,0,8
23462506,0,0
23462873,3,3
23462881,0,8
23463201,3,14
23463974,0,8
23464021,3,14
23464499,3,14
23464595,2,11
23467100,0,8
23468310,4,15
23468670,3,14
23473441,3,14
23474230,3,3
23475037,5,5
23511136,4,4
23511165,0,8
23511185,0,8
23511195,3,14
23511261,0,12
23511324,4,4
23511379,0,8
23511424,0,8
23511475,0,8
23511485,0,8
23511538,5,6
23511568,0,8
23511579,3,14
23511777,3,14
23511829,4,4
23512106,0,8
23512132,3,14
23512168,0,12
23512192,0,12
23512244,3,14
23512313,1,1
23512427,0,12
23514552,2,2
23514591,0,12
23514735,0,8
23515162,3,3
23515328,0,8
23516695,4,4
23518117,4,4
23518450,3,14
23520602,2,13
23528843,0,12
23536027,0,0
23536698,0,8
23537052,4,4
23538061,0,8
23538206,3,14
23538765,0,8
23538981,0,8
23539839,3,3
23545113,0,8
23554296,0,8
23554306,0,8
23554961,0,12
23555021,0,8
23555070,3,14
23555798,0,12
23556126,4,4
23556174,0,8
23558215,0,8
23558720,0,8
23559497,2,11
23561730,3,14
23565531,4,13
23565872,0,12
23568447,1,1
23577922,0,0
23579553,0,8
23580248,3,3
23583200,3,3
23599942,0,12
23601317,4,13
23602211,4,4
23602876,0,8
23621460,0,8
23627943,0,8
23627987,0,12
23628089,0,8
23628226,4,12
23628276,0,12
23628346,3,14
23628426,0,8
23628439,0,8
23629008,0,12
23629188,0,8
23629281,3,14
23629440,0,8
23629459,2,11
23630915,3,3
23631068,3,3
23631330,3,14
23631688,0,8
23632735,0,8
23635258,3,3
23639936,3,9
23640941,0,8
23641362,0,8
23641482,0,8
23653914,0,8
23654409,4,13
23655214,0,8
23655363,2,6
23655621,0,8
23655694,0,8
23657423,3,14
23657840,4,13
23659431,3,14
23659440,0,12
23670816,3,14
23678837,5,5
23679472,0,8
23681922,3,9
23682326,3,14
23684414,3,14
23684888,1,1
23688005,0,8
23688409,1,1
23693856,0,8
23694034,3,3
23700148,0,8
23700661,0,8
23700679,0,8
23701132,3,3
23701195,2,11
23701437,0,12
23702451,3,3
23702506,0,8
23704079,0,8
23705349,4,13
23705484,4,4
23705584,0,8
23714188,3,3
23720169,0,8
23720678,3,14
23721375,0,8
23722094,0,12
23724046,0,8
23724515,3,14
23725773,0,0
23739342,3,14
23739356,0,8
23739874,3,14
23740101,3,14
23740133,0,8
23740701,3,14
23740798,3,3
23740910,3,14
23740931,4,4
23742502,0,8
23742593,0,8
23742606,3,3
23743876,3,3
23744315,0,8
23744888,0,8
23746326,0,12
23748619,3,14
23748858,0,8
23749242,0,12
23752703,0,8
23757930,4,4
23765373,3,3
23765688,3,14
23767010,0,12
23767033,3,14
23767718,0,8
23769468,0,8
23770246,4,4
23770720,3,14
23775576,0,8
23776037,0,8
23777719,0,12
23778191,3,14
23778693,0,8
23784975,3,3
23785287,0,8
23785575,0,9
23785693,0,12
23786559,0,8
23786591,3,3
23786604,0,8
23787140,0,8
23787706,0,8
23787949,0,8
23788247,0,8
23788350,3,3
23788376,0,12
23795445,0,8
23797517,0,8
23797584,0,8
23803089,3,14
23803328,0,12
23803737,3,3
23806251,0,8
23807896,3,14
23808128,0,8
23815847,3,3
23821493,0,8
23821759,0,8
23821839,0,8
23821864,0,12
23822483,2,11
23824120,0,8
23824766,0,8
23828698,0,8
23832700,0,8
23835687,0,8
23835887,0,8
23844927,0,8
23845286,3,14
23845409,0,8
23845561,4,4
23848430,3,3
23852448,0,8
23855095,3,3
23867845,0,12
23868888,0,8
23869996,3,3
23870057,0,0
23870318,0,8
23870441,0,8
23870471,0,8
23870514,3,3
23870638,0,8
23870811,0,8
23871806,0,8
23875891,3,14
23888256,0,8
23888975,3,3
23889896,0,8
23891702,3,14
23899325,3,14
23905585,0,8
23906022,0,8
23906069,3,14
23906470,3,14
23906894,2,13
23911167,0,8
23911208,0,8
23911262,3,14
23913700,3,3
23914160,3,3
23914478,3,14
23917670,2,6
23925570,0,8
23925768,3,9
23926543,2,11
23926726,0,12
23927181,3,14
23927371,0,8
23927678,0,8
23927779,0,8
23929076,5,5
23932482,0,8
23932955,3,14
23936766,0,8
23939899,0,8
23945933,0,8
23946447,0,12
23946494,4,13
23946508,3,14
23946528,3,14
23946541,3,14
23948740,3,3
23949320,5,6
23949356,0,8
23949519,3,3
23949580,0,8
23950128,4,4
23952190,0,12
23953302,0,12
23953390,4,4
23958085,0,8
23963510,0,8
23971566,3,14
23972439,3,14
23973041,3,3
23973537,0,0
23974921,3,3
23975444,3,14
23975463,0,8
23978241,3,14
23978687,3,14
23987292,3,14
23989213,0,8
24024106,1,1
24050167,1,1
24141590,2,15
24328614,1,1
24708383,1,1
24770253,1,1
